SECTOR,AREA,LATITUDE,LONGITUDE,H_MIX,H_M_INDUSTRY,H_M_COMERCE,H_M_SERVICES,H_M_AGRICULTURAL,H_NR_INDUSTRY,H_NR_COMERCE,H_NR_SERVICES,H_NR_AGRICULTURAL,H_NR_INSTITUTE,H_NR_LAND,H_NR_PARK,H_NR_MINING,H_NR_COSERV,HOUSES,HOMES,ELECTRIC,STRATA_1,STRATA_2,STRATA_3,STRATA_4,STRATA_5,STRATA_6,AQUEDUCT,SEWAGE,GAS,GARBAGE,INTERNET,POPULATION,MEN,WOMEN,PEOPLE_0_9,PEOPLE_10_19,PEOPLE_20_29,PEOPLE_30_39,PEOPLE_40_49,PEOPLE_50_59,PEOPLE_60_69,PEOPLE_70_79,PEOPLE_80,HIGH_ED,DENSITY,YEAR,MONTH,CASES,TEMP_MEAN,PRECIP_TOT,WET_DAYS,DAYS_OV_90,ELEVATION,NDVI
33,637183.5763,4.4376277,-75.18407672,0.042409577,0.003056546,0.021013754,0.018339277,0,0.002674478,0.020249618,0.024707081,0.000509424,0.001146205,0.003311258,0.001146205,0,0,7852,0.895568008,0.875191034,0.028527764,0.52865512,0.314696893,0.002037697,0.000127356,0.000127356,0.874044829,0.872134488,0.851120734,0.872898625,0.556291391,1053,0.469094189,0.530905811,0.121012153,0.147028105,0.16416635,0.147455374,0.123813141,0.120062666,0.09964869,0.052554121,0.0242594,0.292252184,0.033057977,2013,1,22,18.58387097,62.89608647,3,4,1055.749336,0.267061933
34,1075139.402,4.422776994,-75.19376534,0.030898876,0.001404494,0.015449438,0.014044944,0,0.015449438,0.056179775,0.049157303,0,0.002808989,0.005617978,0,0.002808989,0,712,0.646067416,0.640449438,0.033707865,0.103932584,0.119382022,0.383426966,0,0,0.640449438,0.625,0.592696629,0.634831461,0.560393258,58,0.472366149,0.527633851,0.131260794,0.133851468,0.120034542,0.204663212,0.172711572,0.106217617,0.074265976,0.037996546,0.018998273,0.474093264,0.00107707,2013,1,0,18.58387097,62.89608647,3,4,1094.185785,0.565910959
35,566996.806,4.426977303,-75.21220995,0.016853933,0.001872659,0.009363296,0.005617978,0,0.00093633,0.012172285,0.003745318,0,0.003745318,0.011235955,0.002808989,0,0,1068,0.904494382,0.895131086,0.183520599,0.392322097,0.055243446,0.20411985,0.051498127,0.004681648,0.897003745,0.869850187,0.825842697,0.892322097,0.556179775,134,0.471204188,0.528795812,0.106207928,0.152954375,0.154824233,0.126776365,0.127524308,0.128646223,0.099850411,0.066192969,0.037023186,0.30815258,0.004716076,2013,1,3,18.58387097,62.89608647,3,4,1157.411758,0.423868899
36,67218.45572,4.430247944,-75.21318167,0.023419204,0,0.011709602,0.011709602,0,0.00234192,0.119437939,0.100702576,0,0.011709602,0,0.00234192,0,0,427,0.899297424,0.896955504,0.014051522,0.194379391,0.117096019,0.557377049,0.004683841,0,0.894613583,0.896955504,0.850117096,0.899297424,0.723653396,47,0.454255319,0.545744681,0.072340426,0.092553191,0.167021277,0.120212766,0.096808511,0.129787234,0.121276596,0.138297872,0.061702128,0.441489362,0.013984255,2013,1,0,18.58387097,62.89608647,3,4,1165.321585,0.35975625
37,216102.9036,4.432630124,-75.21573098,0.019713262,0,0.012544803,0.007168459,0,0.002986858,0.028076464,0.029271207,0,0.004181601,0,0.001194743,0,0,1674,0.918160096,0.912783751,0.006571087,0.114695341,0.490442055,0.294504182,0.001792115,0,0.911589008,0.913381123,0.875149343,0.911589008,0.631421744,206,0.455097087,0.544902913,0.077184466,0.127912621,0.167475728,0.117475728,0.109466019,0.148543689,0.113349515,0.086893204,0.051699029,0.386165049,0.019064991,2013,1,6,18.58387097,62.89608647,3,4,1171.853235,0.284884278
38,75702.45142,4.430443314,-75.21839168,0.055232558,0.005813953,0.046511628,0.002906977,0,0,0.005813953,0,0,0.002906977,0.002906977,0.002906977,0,0,344,0.953488372,0.953488372,0.029069767,0.404069767,0.505813953,0.005813953,0.005813953,0,0.953488372,0.953488372,0.840116279,0.947674419,0.566860465,47,0.461702128,0.538297872,0.112765957,0.120212766,0.211702128,0.111702128,0.10212766,0.135106383,0.092553191,0.065957447,0.04787234,0.276595745,0.012417035,2013,1,1,18.58387097,62.89608647,3,4,1168.10224,0.352636657
39,303576.9995,4.434737553,-75.22493769,0.044147844,0.002737851,0.039014374,0.002395619,0,0.00513347,0.136892539,0.013347023,0,0.003422313,0.003422313,0,0,0,2922,0.930184805,0.92881588,0.017453799,0.321697467,0.583504449,0.002053388,0.002053388,0,0.92881588,0.928131417,0.843258042,0.92642026,0.456194387,389,0.458820506,0.541179494,0.105229346,0.145702171,0.171784659,0.128999101,0.121418476,0.140819735,0.093794167,0.055505589,0.036746756,0.265321855,0.025637647,2013,1,1,18.58387097,62.89608647,3,4,1188.073314,0.250078312
40,260581.6425,4.429097858,-75.22121496,0.016847172,0.001805054,0.010830325,0.004211793,0,0.000601685,0.02045728,0.006618532,0.000601685,0.003008424,0.009626955,0.004813478,0,0,1662,0.929602888,0.927196149,0.232851986,0.437424789,0.254512635,0.001203369,0.000601685,0.000601685,0.927797834,0.926594465,0.880866426,0.926594465,0.463898917,219,0.48583181,0.51416819,0.125,0.15630713,0.166819013,0.128427788,0.118829982,0.125457038,0.085009141,0.058272395,0.035877514,0.218007313,0.016793201,2013,1,8,18.58387097,62.89608647,3,4,1161.916747,0.314919428
41,454098.9415,4.426819023,-75.22632999,0.033946252,0.002828854,0.030410184,0.000707214,0,0,0.007779349,0.002121641,0,0.002121641,0.016973126,0.003536068,0,0,1414,0.921499293,0.915841584,0.642857143,0.256011315,0.012729844,0.001414427,0,0,0.902404526,0.879773692,0.766619519,0.89533239,0.241867044,210,0.488544153,0.511455847,0.153937947,0.197613365,0.172792363,0.137947494,0.112171838,0.10071599,0.064916468,0.040334129,0.019570406,0.098090692,0.009227064,2013,1,1,18.58387097,62.89608647,3,4,1146.867587,0.385699658
42,131492.2401,4.433566149,-75.22936582,0.054151625,0.001805054,0.046931408,0.005415162,0,0.005415162,0.121841155,0.009927798,0,0.001805054,0.000902527,0.001805054,0,0,1108,0.924187726,0.920577617,0.055956679,0.668772563,0.193140794,0,0,0,0.921480144,0.920577617,0.784296029,0.918772563,0.38267148,142,0.476510067,0.523489933,0.121511833,0.144118686,0.16354645,0.131049099,0.123631226,0.141646061,0.084775698,0.05793006,0.031790887,0.211586012,0.021529788,2013,1,7,18.58387097,62.89608647,3,4,1192.147367,0.271461376
43,300037.4271,4.42812553,-75.23163697,0.025409836,0.001639344,0.021311475,0.002459016,0,0.000409836,0.009836066,0.002868852,0,0.001229508,0.003688525,0.003278689,0,0,2440,0.920081967,0.914754098,0.262704918,0.642622951,0.006557377,0.001229508,0.000409836,0.000409836,0.895491803,0.899180328,0.79795082,0.902868852,0.293032787,328,0.482511074,0.517488926,0.146479303,0.163739117,0.175652971,0.135176417,0.118374828,0.111195968,0.07484344,0.052084924,0.022453032,0.130441424,0.021820611,2013,1,6,18.58387097,62.89608647,3,4,1163.69102,0.339493056
44,333579.8308,4.433091911,-75.23381376,0.031026253,0.001909308,0.027207637,0.001909308,0,0.002386635,0.033890215,0.001909308,0,0.000477327,0.002863962,0,0,0,2095,0.909307876,0.900238663,0.121718377,0.663961814,0.108830549,0.000477327,0.000477327,0,0.902147971,0.891646778,0.809546539,0.882100239,0.338424821,264,0.478854542,0.521145458,0.133699981,0.15418168,0.181680258,0.13332069,0.126872748,0.117769771,0.077944244,0.049307794,0.025222833,0.17997345,0.015807311,2013,1,11,18.58387097,62.89608647,3,4,1186.968106,0.25866623
45,92126.50281,4.435624692,-75.24040189,0.056583243,0.002176279,0.050054407,0.004352557,0,0,0.008705114,0.004352557,0,0.002176279,0.019586507,0,0,0,919,0.927094668,0.915125136,0.173014146,0.729053319,0.011969532,0,0,0,0.914036997,0.899891186,0.860718172,0.90968444,0.398258977,130,0.464381979,0.535618021,0.138236427,0.156334232,0.165190605,0.145552561,0.104351174,0.120138621,0.087023489,0.052368117,0.030804775,0.147477859,0.028189499,2013,1,3,18.58387097,62.89608647,3,4,1190.600112,0.312215288
46,388801.7636,4.434789778,-75.24525042,0.031372549,0.000840336,0.027170868,0.003361345,0,0.000560224,0.047338936,0.004481793,0,0.000560224,0.00952381,0.000280112,0,0,3570,0.912605042,0.908963585,0.294677871,0.600560224,0.010084034,0.001120448,0,0,0.902521008,0.899719888,0.870588235,0.900560224,0.351820728,445,0.47589075,0.52410925,0.141845566,0.170844105,0.175901989,0.14386872,0.119028886,0.108013937,0.070922783,0.043160616,0.026413398,0.136338091,0.022883127,2013,1,10,18.58387097,62.89608647,3,4,1237.470535,0.374063777
47,150012.868,4.432285904,-75.24048942,0.022360248,0.001242236,0.021118012,0,0,0,0.004968944,0.001863354,0,0.00310559,0,0.00310559,0,0,1610,0.978881988,0.977018634,0.033540373,0.926086957,0.013664596,0.001242236,0.000621118,0,0.977018634,0.976397516,0.937888199,0.976397516,0.398757764,180,0.464553795,0.535446205,0.12677231,0.149569085,0.160689463,0.135946622,0.116207951,0.132610509,0.089519044,0.049763692,0.038921323,0.144564915,0.023977943,2013,1,4,18.58387097,62.89608647,3,4,1201.631735,0.314514774
48,95511.64994,4.430752628,-75.23706833,0.042766151,0.000909918,0.040946315,0.000909918,0,0.001819836,0.017288444,0.006369427,0,0.001819836,0.003639672,0.004549591,0,0,1099,0.909918107,0.902638763,0.195632393,0.694267516,0.006369427,0.000909918,0,0,0.885350318,0.888080073,0.844404004,0.87989081,0.409463148,139,0.472871003,0.527128997,0.136902623,0.166007905,0.167804527,0.129716134,0.115343155,0.127200862,0.08120733,0.046712181,0.029105282,0.144807761,0.029137807,2013,1,2,18.58387097,62.89608647,3,4,1171.090088,0.301713707
49,451994.3006,4.42688289,-75.23898148,0.032687956,0.001005783,0.029167714,0.002514458,0,0.000251446,0.013075182,0.001508675,0,0.001760121,0.003268796,0.002011567,0.000251446,0,3977,0.923811919,0.914759869,0.138043752,0.761126477,0.009554941,0.001257229,0.000251446,0,0.904199145,0.901684687,0.876037214,0.895649987,0.477244154,511,0.465760125,0.534239875,0.144492272,0.167971043,0.180003913,0.145079241,0.13197026,0.111132851,0.061631775,0.036881237,0.02083741,0.178438662,0.022615329,2013,1,17,18.58387097,62.89608647,3,4,1196.139977,0.331522101
50,144677.297,4.427902071,-75.24456377,0.02020202,0,0.015151515,0.005050505,0,0,0.021645022,0.004329004,0,0.002886003,0.013708514,0.000721501,0,0,1386,0.96031746,0.958874459,0.053391053,0.888888889,0.010822511,0.001443001,0.000721501,0.000721501,0.958152958,0.953102453,0.911976912,0.957431457,0.377344877,173,0.477996526,0.522003474,0.134337001,0.170526925,0.15865663,0.147365373,0.136942675,0.112912565,0.073248408,0.039953677,0.026056746,0.169947887,0.023873822,2013,1,1,18.58387097,62.89608647,3,4,1217.439387,0.24395262
51,1040370.584,4.421753603,-75.24903898,0.023612751,0.001180638,0.022432113,0,0,0,0.0094451,0.001180638,0,0.005903188,0,0.005903188,0,0,847,0.991735537,0.989374262,0.58677686,0.377804014,0.020070838,0,0,0,0.768595041,0.950413223,0.920897285,0.985832349,0.308146399,106,0.471973622,0.528026378,0.137541215,0.167687235,0.192651908,0.143664626,0.128591616,0.108337259,0.067357513,0.034856335,0.019312294,0.148845973,0.002040619,2013,1,5,18.58387097,62.89608647,3,4,1278.168129,0.503429622
