0,0.090774584,0.053272649,0.016031937,0.05637571,0.009982561,0.004707194,0.005369414,0.030247529,0.010575496,0.021722926,0.012160931,0.006469486,0.013275498,0.016388172,0.017478897,0.006733331,0.012633531,0.006576139,0.012790487,0.062833072,0.030174613,0.017730937,0.003009398,0.013709744,0.007587549,0.02196644,0.001526577,0.001631394,0.004331223,0.009092993,0.0076859,0.01600156,0.000971731,0.003819881,0.001460429,0.007224859,0.001728147,0.019730364,0.008579274,0.009177584,0.008281064,0.017736559,0.018152314,0.013047179,0.053358979,0.015707994,0.010013512,0.033829233,0.014256603,0.007285853,0.054811535,0.006304168,0.017653656,0.013379949,0.009961892,0.009953147,0.011133451,0.009075393,0.006870524,0.005915001,0.006616718,0.001991415,0.001076285,4.74E-05
0.005581836,0,0.406268651,0.027634868,0.058975933,0.005723107,0.002197543,0.001834891,0.011059753,0.003184039,0.006585605,0.002944203,0.001635739,0.003599272,0.004941481,0.006287282,0.003064171,0.007492858,0.005300344,0.015373161,0.187053207,0.029547662,0.018454574,0.002037537,0.007591345,0.005043616,0.010915099,0.000585695,0.000546237,0.001333782,0.002589173,0.002090791,0.00396391,0.000244102,0.001136414,0.000456333,0.002401532,0.000574374,0.007840523,0.002869584,0.003041184,0.003398449,0.006198952,0.007625872,0.006195051,0.021136163,0.006166762,0.003803504,0.010905519,0.004258157,0.001661533,0.009682836,0.001397221,0.030285429,0.003645604,0.00209236,0.002123932,0.002592166,0.002112222,0.001374319,0.001282682,0.001342811,0.00047556,0.000231216,1.03E-05
0.003757962,0.466067298,0,0.053412621,0.077278114,0.006380463,0.002188939,0.001775791,0.010672993,0.002987677,0.006292232,0.002692504,0.001496789,0.003316727,0.004588644,0.005935351,0.002964798,0.007315572,0.005290949,0.014699229,0.089035957,0.016533639,0.014321137,0.001607103,0.006003678,0.00441364,0.010032406,0.000546813,0.000503864,0.001225042,0.002349034,0.001907812,0.003594385,0.000217409,0.0010163,0.000412499,0.002188728,0.000516607,0.007118857,0.002550075,0.002630576,0.002995082,0.005237524,0.006463874,0.004839921,0.015305502,0.004827006,0.003094371,0.008706474,0.003240847,0.001264291,0.007253278,0.001251288,0.072103672,0.003426791,0.001831431,0.001897537,0.002328109,0.001905589,0.001218002,0.001149905,0.001173109,0.000431305,0.000205938,8.94E-06
0.002315312,0.064903514,0.10935015,0,0.335798574,0.012445144,0.00335706,0.002330183,0.014364543,0.003657621,0.007796393,0.003011339,0.001699539,0.003870431,0.005579434,0.007772474,0.004326392,0.011668797,0.009291384,0.022025037,0.044009804,0.010782954,0.014582463,0.001713875,0.006374305,0.005716679,0.013758495,0.00072114,0.00062934,0.001485666,0.002752418,0.00221478,0.004035456,0.00024217,0.001188406,0.000494298,0.00269171,0.000625401,0.009115667,0.003045141,0.003023661,0.003688522,0.005876884,0.00750311,0.004975788,0.013757915,0.004887869,0.003316863,0.00887735,0.003053916,0.001155282,0.006313242,0.00134878,0.163426718,0.00404039,0.001921662,0.002019787,0.00255102,0.002092272,0.001267901,0.001231602,0.00121857,0.000478598,0.000219394,9.42E-06
0.003054079,0.051957739,0.059346706,0.125963135,0,0.045844113,0.0101957,0.005453176,0.035540193,0.008046263,0.016905478,0.005976903,0.003449916,0.008113403,0.012366472,0.019118614,0.012629482,0.040674652,0.035845671,0.050073741,0.049246009,0.015159771,0.026557343,0.003548216,0.013408214,0.014719029,0.038700424,0.001838451,0.001480998,0.003342551,0.005961262,0.004679734,0.008164993,0.000497271,0.002623634,0.001118661,0.006289897,0.001451976,0.023050633,0.007029636,0.006788557,0.009057381,0.013028316,0.01740342,0.010216333,0.025112655,0.009913166,0.007090001,0.0180153,0.005783308,0.00211224,0.011014068,0.002613986,0.048951048,0.008318712,0.003694959,0.00385624,0.005045333,0.004123133,0.002370996,0.002361148,0.002315233,0.00095079,0.000421198,1.83E-05
0.002194158,0.020457145,0.019880625,0.018940973,0.186003583,0,0.031301651,0.013073633,0.087470138,0.015334919,0.034341823,0.009283975,0.005498935,0.013683531,0.022514657,0.039413816,0.026574761,0.04151456,0.014191819,0.013143678,0.018669054,0.007198822,0.010523256,0.001894547,0.00838464,0.008423981,0.042105294,0.003330237,0.002610229,0.005769096,0.009580075,0.00763046,0.012577608,0.000724346,0.003913291,0.001758053,0.010241765,0.00216998,0.032222813,0.009723573,0.008128908,0.01014135,0.013560653,0.015985034,0.007005607,0.016988472,0.007629051,0.006125048,0.016017956,0.004688046,0.001826706,0.009511279,0.003723864,0.014279044,0.014774076,0.004895928,0.005378654,0.007384117,0.006098906,0.003173481,0.003337744,0.003026027,0.001440778,0.000585693,2.41E-05
0.000992822,0.007537616,0.006544776,0.004902807,0.039695212,0.030036588,0,0.012577665,0.137715988,0.013828149,0.02511146,0.006265064,0.004004061,0.010949954,0.022618579,0.073841303,0.189890461,0.040247538,0.006967899,0.005528427,0.007765698,0.003445319,0.005145088,0.001127137,0.005545395,0.00554887,0.054860691,0.008012301,0.00385637,0.006651745,0.009518083,0.006617373,0.009393633,0.000607805,0.004385736,0.002175608,0.01472203,0.00298688,0.055401984,0.012706497,0.009086772,0.012558766,0.013488324,0.015183869,0.004850742,0.010732224,0.005617077,0.005104512,0.012780818,0.003303148,0.001253971,0.006099156,0.002511163,0.003766221,0.009873074,0.003433002,0.003492772,0.00526819,0.004233247,0.001988821,0.002170828,0.00205686,0.001007847,0.000390183,1.78E-05
0.000529819,0.002944407,0.002483958,0.001592087,0.009932571,0.005869089,0.00588425,0,0.343508659,0.069355144,0.151274836,0.011126291,0.007871548,0.027047581,0.069194876,0.063174934,0.006757277,0.004642828,0.00132948,0.001445978,0.002745311,0.001245087,0.001510832,0.000321248,0.001618181,0.001268428,0.008396095,0.002136491,0.003466241,0.01067484,0.014671825,0.013257771,0.016284487,0.000794655,0.003834014,0.00187452,0.010055404,0.00161224,0.012655479,0.005842726,0.003739188,0.00311007,0.004819139,0.004245255,0.001518141,0.003935387,0.001925549,0.00170761,0.005007304,0.001354957,0.000599149,0.003168863,0.003470597,0.001398644,0.027257611,0.003865977,0.004575939,0.007800546,0.006500818,0.002363442,0.002942118,0.00227027,0.001666686,0.000506353,1.89E-05
0.00069998,0.004162253,0.003501337,0.002301781,0.015181943,0.009209365,0.015110223,0.080562535,0,0.045137701,0.065705248,0.010029727,0.00706184,0.023170019,0.071671399,0.310418984,0.017628355,0.008839399,0.002250907,0.002283508,0.004040495,0.001854752,0.002366295,0.000519585,0.002650758,0.002158464,0.016622052,0.00639085,0.008584762,0.017264174,0.019394731,0.013657776,0.015859083,0.00095185,0.006508291,0.003537763,0.022487226,0.00335651,0.028028753,0.011605675,0.006816851,0.006039452,0.008484429,0.007560316,0.002477313,0.006116593,0.003132008,0.002873751,0.008116214,0.002106357,0.000893712,0.004543506,0.003544274,0.001949433,0.018905653,0.004407523,0.004702499,0.007957581,0.006413164,0.002499821,0.002977842,0.00257112,0.00159242,0.000529164,2.27E-05
0.000369422,0.001808789,0.001479476,0.000884703,0.005188338,0.002437125,0.002290219,0.024552773,0.068134312,0,0.151599273,0.016696919,0.015243722,0.091163602,0.312596025,0.030557075,0.003071505,0.002412216,0.000726034,0.000833716,0.001695704,0.000796586,0.000918035,0.000199913,0.001031208,0.000751958,0.004766347,0.001174188,0.002783693,0.015651724,0.027501361,0.037501231,0.03008829,0.001260798,0.004195199,0.001891559,0.008263641,0.001295629,0.0078267,0.004554277,0.002856642,0.002000409,0.003474869,0.002795334,0.000996556,0.002679842,0.001316949,0.001179258,0.003647743,0.000982302,0.000458842,0.002465033,0.004579744,0.000791883,0.039846962,0.004703724,0.005566825,0.011709673,0.009564051,0.00262983,0.003644847,0.002650776,0.002607076,0.000634487,2.31E-05
